Time (h),Avg_Num_EVs,Num_Sim_1,Num_Sim_2,Num_Sim_3,Num_Sim_4,Num_Sim_5,Num_Sim_6,Num_Sim_7,Num_Sim_8,Num_Sim_9,Num_Sim_10,Num_Sim_11,Num_Sim_12,Num_Sim_13,Num_Sim_14,Num_Sim_15,Num_Sim_16,Num_Sim_17,Num_Sim_18,Num_Sim_19,Num_Sim_20,Num_Sim_21,Num_Sim_22,Num_Sim_23,Num_Sim_24,Num_Sim_25,Num_Sim_26,Num_Sim_27,Num_Sim_28,Num_Sim_29,Num_Sim_30
7.0200000000000005,9.033333333333333,10.0,12.0,8.0,12.0,12.0,11.0,7.0,8.0,9.0,10.0,11.0,4.0,7.0,10.0,10.0,9.0,9.0,6.0,8.0,11.0,11.0,10.0,9.0,5.0,4.0,10.0,13.0,10.0,7.0,8.0
7.03,9.133333333333333,10.0,12.0,9.0,12.0,12.0,11.0,7.0,9.0,9.0,11.0,11.0,6.0,7.0,9.0,10.0,9.0,8.0,5.0,8.0,12.0,12.0,10.0,8.0,5.0,3.0,10.0,13.0,11.0,8.0,7.0
7.04,9.133333333333333,10.0,12.0,10.0,12.0,11.0,13.0,7.0,10.0,9.0,11.0,11.0,6.0,7.0,10.0,10.0,7.0,8.0,5.0,8.0,12.0,10.0,9.0,8.0,5.0,3.0,11.0,13.0,10.0,9.0,7.0
7.05,9.166666666666666,10.0,12.0,9.0,11.0,11.0,14.0,7.0,9.0,8.0,12.0,11.0,7.0,8.0,10.0,8.0,7.0,9.0,5.0,8.0,12.0,9.0,10.0,9.0,5.0,3.0,11.0,13.0,10.0,10.0,7.0
7.0600000000000005,9.1,8.0,13.0,8.0,11.0,12.0,14.0,7.0,9.0,8.0,12.0,11.0,7.0,7.0,10.0,10.0,7.0,7.0,5.0,8.0,11.0,9.0,12.0,9.0,4.0,3.0,11.0,14.0,10.0,9.0,7.0
7.07,9.5,8.0,15.0,9.0,11.0,12.0,15.0,7.0,10.0,8.0,13.0,11.0,8.0,8.0,11.0,10.0,7.0,9.0,5.0,7.0,11.0,9.0,12.0,9.0,5.0,4.0,11.0,14.0,8.0,10.0,8.0
7.08,9.5,9.0,14.0,9.0,12.0,13.0,14.0,8.0,11.0,8.0,11.0,11.0,9.0,8.0,12.0,11.0,7.0,9.0,5.0,7.0,10.0,9.0,12.0,9.0,5.0,4.0,10.0,12.0,7.0,10.0,9.0
7.09,9.5,10.0,14.0,8.0,12.0,12.0,14.0,7.0,11.0,9.0,11.0,10.0,9.0,10.0,12.0,13.0,6.0,9.0,4.0,6.0,10.0,9.0,12.0,10.0,5.0,4.0,10.0,12.0,7.0,10.0,9.0
7.1000000000000005,9.8,9.0,15.0,8.0,13.0,12.0,15.0,6.0,11.0,10.0,10.0,10.0,10.0,11.0,13.0,13.0,7.0,9.0,4.0,6.0,10.0,9.0,12.0,11.0,6.0,4.0,10.0,13.0,7.0,11.0,9.0
7.11,10.066666666666666,10.0,17.0,9.0,14.0,12.0,15.0,7.0,11.0,10.0,11.0,11.0,10.0,11.0,13.0,13.0,8.0,10.0,3.0,7.0,10.0,8.0,11.0,10.0,7.0,5.0,10.0,14.0,7.0,10.0,8.0
7.12,10.3,10.0,18.0,9.0,14.0,13.0,14.0,6.0,11.0,9.0,13.0,10.0,11.0,11.0,14.0,14.0,9.0,10.0,3.0,10.0,10.0,9.0,11.0,10.0,7.0,5.0,9.0,14.0,7.0,10.0,8.0
7.13,10.133333333333333,11.0,18.0,8.0,14.0,11.0,13.0,6.0,12.0,9.0,13.0,8.0,11.0,11.0,14.0,15.0,11.0,10.0,3.0,9.0,10.0,9.0,10.0,10.0,7.0,5.0,9.0,12.0,8.0,10.0,7.0
7.140000000000001,10.266666666666667,11.0,17.0,9.0,13.0,12.0,15.0,6.0,11.0,9.0,12.0,9.0,11.0,9.0,13.0,15.0,11.0,9.0,3.0,11.0,10.0,9.0,10.0,10.0,8.0,7.0,10.0,12.0,8.0,11.0,7.0
7.15,10.3,11.0,17.0,9.0,11.0,13.0,15.0,6.0,9.0,9.0,12.0,9.0,10.0,9.0,16.0,17.0,10.0,9.0,4.0,11.0,9.0,9.0,10.0,10.0,8.0,7.0,10.0,12.0,8.0,12.0,7.0
7.16,10.366666666666667,11.0,16.0,9.0,11.0,13.0,15.0,7.0,9.0,9.0,12.0,8.0,10.0,10.0,16.0,17.0,10.0,8.0,6.0,11.0,9.0,8.0,9.0,9.0,8.0,8.0,10.0,12.0,9.0,14.0,7.0
7.17,10.266666666666667,12.0,16.0,10.0,11.0,14.0,14.0,7.0,9.0,8.0,11.0,7.0,11.0,10.0,15.0,17.0,9.0,7.0,6.0,11.0,8.0,8.0,9.0,8.0,8.0,9.0,10.0,12.0,10.0,15.0,6.0
7.18,10.1,11.0,15.0,10.0,10.0,14.0,15.0,7.0,7.0,9.0,10.0,7.0,11.0,10.0,13.0,16.0,9.0,5.0,6.0,10.0,8.0,10.0,9.0,8.0,9.0,10.0,10.0,13.0,10.0,15.0,6.0
7.19,10.066666666666666,12.0,16.0,10.0,10.0,14.0,15.0,7.0,7.0,8.0,11.0,7.0,11.0,11.0,14.0,15.0,9.0,5.0,6.0,10.0,8.0,8.0,9.0,8.0,9.0,10.0,9.0,12.0,10.0,15.0,6.0
7.2,9.833333333333334,10.0,16.0,10.0,9.0,13.0,16.0,6.0,6.0,8.0,11.0,6.0,11.0,11.0,15.0,15.0,9.0,5.0,6.0,12.0,8.0,8.0,8.0,7.0,10.0,9.0,9.0,12.0,10.0,13.0,6.0
7.21,9.866666666666667,10.0,17.0,10.0,10.0,13.0,16.0,6.0,7.0,7.0,10.0,6.0,11.0,12.0,15.0,15.0,8.0,5.0,6.0,12.0,8.0,7.0,7.0,7.0,11.0,10.0,9.0,12.0,10.0,13.0,6.0
7.22,9.933333333333334,10.0,16.0,10.0,10.0,14.0,15.0,6.0,8.0,8.0,11.0,6.0,11.0,12.0,16.0,16.0,8.0,4.0,5.0,11.0,9.0,7.0,8.0,7.0,12.0,10.0,9.0,10.0,11.0,12.0,6.0
7.23,10.2,10.0,17.0,10.0,11.0,14.0,14.0,7.0,8.0,7.0,10.0,7.0,11.0,12.0,16.0,17.0,8.0,4.0,5.0,12.0,9.0,9.0,8.0,7.0,13.0,11.0,9.0,10.0,11.0,12.0,7.0
7.24,10.433333333333334,9.0,17.0,10.0,11.0,15.0,14.0,7.0,8.0,9.0,10.0,7.0,11.0,11.0,16.0,17.0,9.0,6.0,5.0,12.0,9.0,9.0,8.0,7.0,13.0,11.0,9.0,10.0,12.0,13.0,8.0
7.25,10.533333333333333,9.0,17.0,10.0,11.0,15.0,13.0,7.0,8.0,9.0,12.0,7.0,11.0,11.0,16.0,17.0,9.0,6.0,5.0,14.0,8.0,8.0,10.0,7.0,13.0,11.0,10.0,9.0,12.0,13.0,8.0
7.26,10.6,10.0,17.0,10.0,11.0,14.0,12.0,8.0,9.0,9.0,13.0,9.0,10.0,11.0,16.0,16.0,9.0,5.0,5.0,14.0,8.0,9.0,10.0,7.0,13.0,12.0,10.0,8.0,13.0,12.0,8.0
7.2700000000000005,10.533333333333333,9.0,15.0,12.0,9.0,14.0,13.0,9.0,10.0,9.0,13.0,9.0,11.0,12.0,15.0,16.0,9.0,5.0,4.0,14.0,8.0,9.0,9.0,5.0,13.0,12.0,10.0,9.0,14.0,12.0,7.0
7.28,10.6,10.0,15.0,12.0,9.0,14.0,13.0,9.0,10.0,8.0,12.0,10.0,12.0,12.0,16.0,17.0,9.0,6.0,4.0,14.0,8.0,8.0,9.0,6.0,10.0,12.0,10.0,8.0,14.0,14.0,7.0
7.29,10.666666666666666,9.0,14.0,13.0,9.0,12.0,13.0,12.0,11.0,8.0,12.0,10.0,12.0,12.0,16.0,18.0,10.0,5.0,4.0,14.0,8.0,9.0,10.0,7.0,8.0,12.0,10.0,7.0,13.0,15.0,7.0
7.3,10.7,8.0,13.0,13.0,9.0,11.0,12.0,11.0,11.0,8.0,13.0,9.0,12.0,14.0,16.0,17.0,10.0,6.0,5.0,16.0,8.0,10.0,10.0,8.0,8.0,13.0,9.0,6.0,13.0,15.0,7.0
7.3100000000000005,10.9,9.0,13.0,15.0,9.0,11.0,14.0,11.0,10.0,7.0,14.0,10.0,11.0,14.0,18.0,17.0,11.0,5.0,5.0,17.0,8.0,9.0,10.0,8.0,8.0,13.0,8.0,6.0,14.0,15.0,7.0
7.32,11.1,8.0,13.0,18.0,9.0,11.0,15.0,11.0,10.0,7.0,14.0,10.0,13.0,14.0,18.0,16.0,11.0,5.0,5.0,18.0,7.0,8.0,11.0,9.0,8.0,13.0,8.0,7.0,14.0,15.0,7.0
7.33,11.3,8.0,13.0,19.0,9.0,12.0,12.0,11.0,12.0,10.0,14.0,10.0,13.0,13.0,19.0,15.0,11.0,5.0,6.0,18.0,6.0,8.0,12.0,8.0,8.0,13.0,9.0,8.0,15.0,15.0,7.0
7.34,11.033333333333333,9.0,10.0,18.0,8.0,12.0,11.0,12.0,11.0,10.0,14.0,11.0,14.0,13.0,18.0,15.0,11.0,5.0,5.0,18.0,6.0,7.0,12.0,8.0,8.0,13.0,7.0,7.0,16.0,16.0,6.0
7.3500000000000005,11.233333333333333,9.0,9.0,18.0,8.0,12.0,11.0,13.0,11.0,10.0,14.0,11.0,14.0,13.0,18.0,15.0,13.0,6.0,7.0,18.0,7.0,9.0,10.0,10.0,8.0,13.0,6.0,7.0,15.0,16.0,6.0
7.36,11.033333333333333,9.0,9.0,17.0,7.0,12.0,12.0,14.0,10.0,10.0,12.0,8.0,15.0,14.0,18.0,14.0,13.0,4.0,7.0,19.0,7.0,8.0,11.0,10.0,7.0,14.0,6.0,7.0,13.0,17.0,7.0
7.37,11.033333333333333,10.0,9.0,18.0,11.0,13.0,12.0,13.0,10.0,9.0,12.0,8.0,15.0,14.0,18.0,14.0,13.0,4.0,9.0,18.0,6.0,8.0,10.0,11.0,7.0,14.0,4.0,7.0,11.0,15.0,8.0
7.38,11.366666666666667,10.0,8.0,18.0,12.0,11.0,10.0,14.0,10.0,10.0,12.0,9.0,15.0,15.0,16.0,14.0,15.0,5.0,11.0,18.0,7.0,8.0,13.0,10.0,8.0,13.0,5.0,8.0,11.0,17.0,8.0
7.390000000000001,11.6,10.0,8.0,18.0,14.0,10.0,10.0,14.0,10.0,11.0,11.0,9.0,15.0,15.0,16.0,15.0,16.0,5.0,11.0,18.0,7.0,8.0,13.0,10.0,9.0,14.0,5.0,8.0,13.0,16.0,9.0
7.4,12.133333333333333,11.0,11.0,18.0,14.0,10.0,11.0,15.0,10.0,12.0,12.0,11.0,15.0,14.0,17.0,15.0,15.0,6.0,11.0,17.0,8.0,11.0,13.0,11.0,8.0,14.0,5.0,11.0,13.0,16.0,9.0
7.41,12.366666666666667,10.0,11.0,18.0,14.0,10.0,12.0,14.0,10.0,12.0,12.0,11.0,15.0,14.0,16.0,18.0,15.0,7.0,12.0,17.0,8.0,10.0,13.0,13.0,8.0,16.0,5.0,12.0,13.0,16.0,9.0
7.42,12.6,10.0,11.0,18.0,15.0,11.0,12.0,16.0,10.0,12.0,12.0,11.0,14.0,13.0,16.0,19.0,17.0,8.0,14.0,17.0,9.0,10.0,13.0,12.0,8.0,14.0,5.0,12.0,14.0,15.0,10.0
7.43,12.566666666666666,9.0,11.0,18.0,15.0,10.0,13.0,16.0,10.0,12.0,12.0,11.0,13.0,13.0,16.0,19.0,18.0,8.0,13.0,15.0,9.0,10.0,15.0,12.0,8.0,15.0,5.0,12.0,16.0,14.0,9.0
7.44,12.6,9.0,10.0,18.0,15.0,10.0,13.0,16.0,10.0,12.0,13.0,11.0,13.0,13.0,15.0,19.0,17.0,8.0,13.0,13.0,9.0,10.0,14.0,13.0,9.0,17.0,5.0,11.0,18.0,14.0,10.0
7.45,12.566666666666666,10.0,11.0,19.0,15.0,11.0,12.0,13.0,11.0,13.0,12.0,10.0,14.0,14.0,14.0,18.0,17.0,8.0,13.0,14.0,9.0,9.0,14.0,13.0,9.0,15.0,6.0,12.0,17.0,14.0,10.0
7.46,12.7,10.0,10.0,19.0,16.0,11.0,13.0,12.0,13.0,13.0,13.0,9.0,12.0,15.0,14.0,17.0,17.0,8.0,13.0,14.0,8.0,9.0,13.0,14.0,10.0,16.0,7.0,13.0,16.0,15.0,11.0
7.47,12.633333333333333,12.0,9.0,17.0,15.0,12.0,14.0,12.0,14.0,13.0,13.0,9.0,12.0,15.0,13.0,15.0,16.0,9.0,12.0,14.0,8.0,10.0,12.0,14.0,9.0,17.0,7.0,13.0,16.0,16.0,11.0
7.48,12.8,12.0,9.0,16.0,15.0,11.0,14.0,13.0,14.0,14.0,11.0,10.0,12.0,15.0,12.0,15.0,18.0,11.0,12.0,13.0,9.0,11.0,12.0,15.0,8.0,18.0,7.0,13.0,18.0,15.0,11.0
7.49,13.033333333333333,11.0,9.0,16.0,15.0,11.0,17.0,13.0,14.0,12.0,11.0,10.0,12.0,13.0,12.0,15.0,21.0,11.0,12.0,13.0,9.0,13.0,12.0,16.0,9.0,18.0,7.0,13.0,19.0,15.0,12.0
7.5,12.966666666666667,12.0,8.0,16.0,14.0,11.0,18.0,13.0,14.0,11.0,12.0,9.0,11.0,13.0,12.0,15.0,22.0,12.0,14.0,13.0,9.0,12.0,12.0,16.0,8.0,17.0,8.0,13.0,19.0,15.0,10.0
7.51,13.266666666666667,13.0,9.0,15.0,14.0,12.0,17.0,13.0,14.0,10.0,14.0,13.0,13.0,13.0,12.0,15.0,22.0,13.0,14.0,13.0,8.0,13.0,12.0,15.0,7.0,18.0,9.0,13.0,19.0,14.0,11.0
7.5200000000000005,13.366666666666667,13.0,9.0,15.0,16.0,12.0,16.0,13.0,13.0,11.0,14.0,13.0,13.0,12.0,12.0,15.0,22.0,13.0,15.0,11.0,7.0,14.0,13.0,15.0,8.0,19.0,11.0,12.0,20.0,13.0,11.0
7.53,13.633333333333333,13.0,8.0,16.0,15.0,13.0,16.0,13.0,16.0,11.0,12.0,13.0,13.0,12.0,11.0,15.0,25.0,15.0,14.0,12.0,9.0,15.0,14.0,14.0,8.0,17.0,12.0,13.0,20.0,13.0,11.0
7.54,13.833333333333334,13.0,9.0,17.0,13.0,13.0,17.0,13.0,16.0,13.0,12.0,14.0,14.0,11.0,12.0,14.0,25.0,15.0,13.0,13.0,9.0,16.0,15.0,14.0,7.0,18.0,13.0,13.0,20.0,14.0,9.0
7.55,14.1,12.0,9.0,17.0,12.0,13.0,18.0,15.0,18.0,13.0,13.0,14.0,15.0,11.0,12.0,14.0,25.0,15.0,15.0,13.0,9.0,16.0,13.0,15.0,7.0,18.0,13.0,15.0,21.0,13.0,9.0
7.5600000000000005,14.133333333333333,13.0,9.0,14.0,12.0,13.0,20.0,16.0,18.0,13.0,13.0,15.0,15.0,11.0,12.0,13.0,23.0,15.0,13.0,14.0,10.0,16.0,14.0,15.0,7.0,18.0,14.0,15.0,22.0,13.0,8.0
7.57,14.4,12.0,10.0,13.0,14.0,14.0,20.0,18.0,19.0,13.0,13.0,16.0,15.0,10.0,12.0,14.0,22.0,15.0,14.0,14.0,10.0,16.0,14.0,17.0,9.0,17.0,13.0,15.0,21.0,14.0,8.0
7.58,14.566666666666666,14.0,11.0,13.0,13.0,15.0,20.0,19.0,19.0,13.0,13.0,17.0,17.0,11.0,11.0,13.0,20.0,14.0,14.0,13.0,11.0,15.0,14.0,18.0,10.0,17.0,13.0,15.0,22.0,15.0,7.0
7.59,14.7,15.0,11.0,13.0,12.0,15.0,21.0,18.0,18.0,14.0,12.0,16.0,18.0,11.0,10.0,13.0,20.0,14.0,15.0,13.0,12.0,15.0,14.0,19.0,11.0,17.0,14.0,16.0,21.0,16.0,7.0
7.6000000000000005,14.766666666666667,16.0,11.0,13.0,12.0,15.0,20.0,18.0,19.0,14.0,11.0,16.0,17.0,10.0,9.0,15.0,22.0,14.0,16.0,14.0,13.0,16.0,13.0,19.0,11.0,17.0,14.0,16.0,19.0,15.0,8.0
7.61,14.933333333333334,15.0,12.0,13.0,12.0,16.0,19.0,18.0,19.0,14.0,10.0,16.0,17.0,10.0,10.0,17.0,20.0,14.0,16.0,16.0,13.0,15.0,13.0,19.0,11.0,17.0,15.0,16.0,19.0,15.0,11.0
7.62,14.966666666666667,16.0,11.0,13.0,11.0,15.0,19.0,19.0,18.0,13.0,9.0,16.0,17.0,10.0,10.0,16.0,21.0,17.0,17.0,16.0,13.0,15.0,14.0,20.0,12.0,17.0,15.0,16.0,18.0,14.0,11.0
7.63,14.833333333333334,16.0,11.0,12.0,10.0,15.0,18.0,20.0,18.0,14.0,9.0,15.0,16.0,10.0,10.0,16.0,21.0,17.0,18.0,16.0,14.0,15.0,14.0,20.0,11.0,16.0,15.0,15.0,18.0,14.0,11.0
7.640000000000001,14.8,16.0,10.0,13.0,11.0,15.0,18.0,20.0,18.0,14.0,8.0,15.0,13.0,11.0,11.0,16.0,20.0,18.0,18.0,15.0,13.0,17.0,14.0,20.0,12.0,16.0,17.0,15.0,17.0,12.0,11.0
7.65,14.733333333333333,15.0,10.0,15.0,10.0,15.0,18.0,20.0,18.0,14.0,9.0,14.0,12.0,10.0,11.0,18.0,20.0,18.0,18.0,14.0,14.0,17.0,15.0,20.0,13.0,14.0,16.0,14.0,18.0,12.0,10.0
7.66,15.166666666666666,16.0,10.0,16.0,10.0,15.0,16.0,20.0,17.0,15.0,9.0,15.0,13.0,11.0,14.0,21.0,21.0,19.0,18.0,13.0,15.0,17.0,15.0,23.0,13.0,14.0,16.0,14.0,18.0,13.0,8.0
7.67,14.9,16.0,11.0,17.0,10.0,14.0,16.0,19.0,16.0,12.0,8.0,15.0,13.0,13.0,13.0,19.0,21.0,16.0,17.0,13.0,15.0,17.0,14.0,23.0,12.0,13.0,16.0,16.0,19.0,13.0,10.0
7.68,15.066666666666666,19.0,9.0,17.0,9.0,15.0,15.0,19.0,16.0,12.0,8.0,17.0,13.0,13.0,13.0,17.0,22.0,17.0,17.0,12.0,14.0,17.0,15.0,23.0,12.0,13.0,18.0,15.0,20.0,14.0,11.0
7.69,15.066666666666666,20.0,10.0,16.0,9.0,16.0,15.0,19.0,15.0,12.0,8.0,16.0,14.0,11.0,11.0,17.0,20.0,18.0,18.0,13.0,16.0,18.0,16.0,22.0,12.0,13.0,17.0,15.0,21.0,13.0,11.0
7.7,14.833333333333334,19.0,10.0,15.0,8.0,17.0,14.0,18.0,16.0,12.0,8.0,16.0,14.0,11.0,10.0,18.0,20.0,17.0,19.0,14.0,16.0,18.0,16.0,20.0,12.0,13.0,16.0,14.0,20.0,13.0,11.0
7.71,15.233333333333333,19.0,9.0,16.0,8.0,18.0,16.0,18.0,16.0,13.0,9.0,16.0,14.0,11.0,9.0,19.0,21.0,16.0,20.0,14.0,17.0,18.0,17.0,19.0,13.0,15.0,16.0,13.0,21.0,14.0,12.0
7.72,15.4,19.0,9.0,17.0,10.0,19.0,17.0,16.0,16.0,13.0,10.0,16.0,12.0,12.0,12.0,18.0,21.0,15.0,20.0,15.0,16.0,18.0,16.0,20.0,14.0,16.0,16.0,11.0,23.0,14.0,11.0
7.73,15.5,20.0,9.0,17.0,10.0,19.0,16.0,16.0,16.0,14.0,11.0,15.0,13.0,14.0,12.0,17.0,21.0,16.0,21.0,15.0,16.0,17.0,16.0,20.0,15.0,16.0,15.0,11.0,23.0,13.0,11.0
7.74,15.7,19.0,9.0,18.0,10.0,21.0,17.0,16.0,16.0,12.0,11.0,15.0,14.0,17.0,12.0,17.0,19.0,16.0,21.0,16.0,14.0,19.0,17.0,19.0,15.0,17.0,16.0,10.0,23.0,14.0,11.0
7.75,15.766666666666667,19.0,7.0,18.0,9.0,21.0,17.0,16.0,17.0,13.0,10.0,15.0,14.0,19.0,13.0,16.0,18.0,16.0,20.0,15.0,14.0,20.0,17.0,20.0,15.0,16.0,18.0,11.0,24.0,13.0,12.0
7.76,15.9,19.0,8.0,19.0,10.0,21.0,17.0,16.0,18.0,13.0,10.0,14.0,13.0,21.0,14.0,15.0,19.0,16.0,20.0,16.0,14.0,19.0,17.0,20.0,14.0,17.0,17.0,10.0,24.0,15.0,11.0
7.7700000000000005,15.966666666666667,18.0,9.0,18.0,8.0,20.0,17.0,16.0,20.0,16.0,13.0,14.0,13.0,21.0,13.0,14.0,18.0,15.0,20.0,17.0,14.0,21.0,17.0,21.0,14.0,16.0,17.0,7.0,24.0,16.0,12.0
7.78,16.333333333333332,19.0,10.0,18.0,8.0,20.0,20.0,17.0,21.0,16.0,13.0,16.0,13.0,21.0,13.0,14.0,18.0,15.0,19.0,18.0,15.0,22.0,15.0,22.0,15.0,15.0,17.0,6.0,24.0,16.0,14.0
7.79,16.3,20.0,12.0,21.0,10.0,20.0,18.0,17.0,20.0,15.0,12.0,15.0,12.0,20.0,12.0,14.0,16.0,15.0,19.0,18.0,15.0,22.0,15.0,20.0,16.0,14.0,16.0,6.0,25.0,17.0,17.0
7.8,15.9,20.0,12.0,18.0,11.0,18.0,17.0,16.0,21.0,14.0,12.0,15.0,10.0,17.0,12.0,13.0,16.0,13.0,20.0,18.0,15.0,22.0,15.0,20.0,16.0,16.0,14.0,5.0,25.0,19.0,17.0
7.8100000000000005,16.066666666666666,21.0,12.0,22.0,12.0,19.0,17.0,15.0,21.0,14.0,12.0,16.0,10.0,17.0,12.0,13.0,15.0,13.0,18.0,20.0,15.0,22.0,15.0,20.0,17.0,15.0,14.0,6.0,25.0,19.0,15.0
7.82,16.166666666666668,21.0,14.0,22.0,13.0,19.0,17.0,15.0,20.0,14.0,13.0,14.0,10.0,17.0,11.0,15.0,14.0,13.0,18.0,20.0,13.0,23.0,15.0,21.0,17.0,15.0,16.0,7.0,26.0,18.0,14.0
7.83,16.533333333333335,20.0,15.0,21.0,13.0,19.0,16.0,16.0,22.0,13.0,12.0,13.0,11.0,18.0,10.0,13.0,15.0,17.0,19.0,22.0,14.0,22.0,15.0,21.0,18.0,14.0,18.0,8.0,27.0,19.0,15.0
7.84,17.166666666666668,21.0,13.0,22.0,13.0,20.0,15.0,16.0,21.0,14.0,14.0,13.0,11.0,20.0,10.0,17.0,15.0,19.0,18.0,22.0,15.0,25.0,16.0,22.0,21.0,15.0,18.0,9.0,26.0,19.0,15.0
7.8500000000000005,17.366666666666667,21.0,13.0,23.0,14.0,19.0,15.0,17.0,22.0,14.0,14.0,15.0,12.0,20.0,12.0,16.0,16.0,17.0,19.0,22.0,14.0,22.0,17.0,21.0,21.0,15.0,19.0,10.0,27.0,19.0,15.0
7.86,17.633333333333333,23.0,15.0,23.0,14.0,18.0,15.0,17.0,22.0,15.0,16.0,17.0,11.0,20.0,12.0,15.0,16.0,18.0,18.0,22.0,15.0,22.0,17.0,20.0,21.0,14.0,20.0,10.0,29.0,19.0,15.0
7.87,17.666666666666668,23.0,17.0,24.0,13.0,18.0,15.0,17.0,22.0,16.0,16.0,19.0,11.0,21.0,12.0,16.0,16.0,18.0,19.0,23.0,13.0,21.0,16.0,17.0,19.0,13.0,20.0,12.0,28.0,19.0,16.0
7.88,17.633333333333333,20.0,16.0,21.0,14.0,19.0,13.0,15.0,22.0,18.0,19.0,19.0,12.0,20.0,11.0,15.0,17.0,18.0,19.0,21.0,14.0,20.0,17.0,19.0,18.0,12.0,19.0,13.0,30.0,22.0,16.0
7.890000000000001,17.866666666666667,20.0,15.0,21.0,15.0,17.0,13.0,16.0,23.0,18.0,19.0,19.0,13.0,19.0,11.0,16.0,17.0,18.0,20.0,22.0,14.0,24.0,17.0,19.0,18.0,13.0,18.0,13.0,29.0,22.0,17.0
7.9,17.766666666666666,19.0,17.0,21.0,16.0,17.0,13.0,16.0,24.0,18.0,19.0,19.0,11.0,19.0,12.0,15.0,18.0,18.0,20.0,20.0,15.0,24.0,17.0,16.0,19.0,13.0,18.0,14.0,26.0,22.0,17.0
7.91,17.466666666666665,20.0,17.0,17.0,16.0,16.0,14.0,16.0,24.0,18.0,17.0,19.0,11.0,18.0,13.0,15.0,18.0,18.0,20.0,18.0,15.0,24.0,16.0,15.0,19.0,12.0,19.0,13.0,27.0,21.0,18.0
7.92,17.533333333333335,20.0,17.0,17.0,15.0,16.0,13.0,16.0,23.0,18.0,16.0,22.0,12.0,18.0,12.0,15.0,19.0,18.0,20.0,19.0,17.0,25.0,15.0,14.0,19.0,12.0,19.0,13.0,29.0,20.0,17.0
7.930000000000001,17.8,20.0,17.0,19.0,16.0,15.0,13.0,16.0,22.0,18.0,15.0,20.0,12.0,19.0,12.0,17.0,18.0,18.0,25.0,17.0,16.0,25.0,16.0,15.0,21.0,12.0,19.0,13.0,31.0,20.0,17.0
7.94,17.866666666666667,22.0,16.0,20.0,17.0,15.0,13.0,19.0,22.0,19.0,15.0,20.0,13.0,18.0,12.0,16.0,17.0,18.0,25.0,16.0,18.0,25.0,16.0,16.0,21.0,11.0,19.0,12.0,30.0,18.0,17.0
7.95,18.2,23.0,16.0,20.0,16.0,15.0,13.0,19.0,22.0,21.0,14.0,22.0,14.0,18.0,14.0,16.0,16.0,18.0,26.0,16.0,19.0,24.0,18.0,19.0,22.0,13.0,17.0,13.0,29.0,17.0,16.0
7.96,18.266666666666666,23.0,17.0,19.0,16.0,14.0,13.0,22.0,24.0,23.0,13.0,22.0,15.0,18.0,12.0,16.0,15.0,17.0,26.0,16.0,19.0,23.0,18.0,20.0,22.0,12.0,17.0,14.0,29.0,17.0,16.0
7.97,18.4,22.0,17.0,20.0,18.0,13.0,13.0,22.0,24.0,22.0,12.0,22.0,16.0,17.0,9.0,16.0,15.0,17.0,28.0,17.0,20.0,23.0,19.0,21.0,22.0,12.0,18.0,17.0,26.0,18.0,16.0
7.98,18.133333333333333,21.0,19.0,19.0,18.0,13.0,14.0,22.0,23.0,23.0,13.0,22.0,17.0,18.0,9.0,17.0,15.0,13.0,25.0,18.0,20.0,23.0,18.0,21.0,18.0,12.0,16.0,18.0,25.0,18.0,16.0
7.99,18.233333333333334,22.0,18.0,18.0,17.0,13.0,13.0,22.0,24.0,25.0,11.0,19.0,20.0,16.0,7.0,18.0,16.0,13.0,25.0,19.0,22.0,24.0,18.0,22.0,18.0,13.0,16.0,18.0,24.0,20.0,16.0
8.0,18.4,18.0,19.0,18.0,19.0,14.0,13.0,22.0,24.0,25.0,13.0,19.0,21.0,17.0,7.0,18.0,16.0,13.0,24.0,19.0,23.0,23.0,19.0,24.0,19.0,12.0,15.0,18.0,22.0,21.0,17.0
8.01,18.066666666666666,19.0,18.0,16.0,21.0,14.0,13.0,22.0,23.0,24.0,12.0,17.0,22.0,17.0,8.0,20.0,16.0,11.0,22.0,20.0,23.0,22.0,18.0,24.0,19.0,11.0,15.0,17.0,20.0,20.0,18.0
8.02,18.333333333333332,17.0,18.0,17.0,22.0,14.0,13.0,24.0,22.0,25.0,11.0,18.0,21.0,18.0,11.0,22.0,15.0,13.0,22.0,22.0,23.0,22.0,16.0,23.0,20.0,12.0,14.0,19.0,19.0,19.0,18.0
8.03,18.633333333333333,16.0,19.0,19.0,20.0,14.0,14.0,24.0,23.0,24.0,12.0,18.0,21.0,19.0,11.0,22.0,16.0,13.0,23.0,22.0,21.0,22.0,15.0,23.0,22.0,12.0,16.0,20.0,19.0,20.0,19.0
8.040000000000001,18.566666666666666,17.0,19.0,19.0,20.0,14.0,14.0,24.0,23.0,26.0,12.0,17.0,19.0,18.0,12.0,22.0,16.0,14.0,23.0,22.0,20.0,21.0,16.0,24.0,21.0,11.0,15.0,20.0,19.0,20.0,19.0
8.05,18.7,16.0,20.0,20.0,21.0,14.0,16.0,23.0,23.0,26.0,13.0,19.0,17.0,18.0,16.0,21.0,15.0,13.0,23.0,23.0,20.0,22.0,16.0,23.0,21.0,13.0,14.0,20.0,18.0,18.0,19.0
